//StickyStudy Chinese Deck//	0	_	2500-0-0-0-0	_	_	0	0	_	0_-1_0_-1_-1_-1_1-1-2-2-0-0-0-0-3-0-150-40-0-1-1-0-0-0-0-10-0-0-0-0-0-39-1
------------------------------------------------------------------
联想	聯想	lian2 xiang3	lián xiǎng	to associate with something in thinking; abbr. for 聯想集團|联想集团[Lian2 xiang3 Ji2 tuan2]		0	0		[0_0_0_0_0_0_NEW]
缺口	缺口	que1 kou3	quē kǒu	nick; jag; gap; shortfall		0	0		[0_0_0_0_0_0_NEW]
端	端	duan1	duān	end; extremity; item; port; to hold sth level with both hands; to carry; regular		0	0		[0_0_0_0_0_0_NEW]
标本	標本	biao1 ben3	biāo běn	specimen; sample; the root cause and symptoms of a disease		0	0		[0_0_0_0_0_0_NEW]
麻木	麻木	ma2 mu4	má mù	numb; insensitive; apathetic		0	0		[0_0_0_0_0_0_NEW]
无动于衷	無動於衷	wu2 dong4 yu2 zhong1	wú dòng yú zhōng	aloof; indifferent; unconcerned		0	0		[0_0_0_0_0_0_NEW]
妄想	妄想	wang4 xiang3	wàng xiǎng	to attempt vainly; a vain attempt		0	0		[0_0_0_0_0_0_NEW]
保密	保密	bao3 mi4	bǎo mì	to keep sth confidential; to maintain secrecy		0	0		[0_0_0_0_0_0_NEW]
相等	相等	xiang1 deng3	xiāng děng	equal; equally; equivalent		0	0		[0_0_0_0_0_0_NEW]
起哄	起鬨	qi3 hong4	qǐ hòng	to heckle; rowdy jeering; to create a disturbance		0	0		[0_0_0_0_0_0_NEW]
亦	亦	yi4	yì	also		0	0		[0_0_0_0_0_0_NEW]
无穷无尽	無窮無盡	wu2 qiong2 wu2 jin4	wú qióng wú jìn	vast and limitless (idiom); endless span of time; no vestige of a beginning, no prospect of an end		0	0		[0_0_0_0_0_0_NEW]
在意	在意	zai4 yi4	zài yì	to care about; to mind		0	0		[0_0_0_0_0_0_NEW]
阴谋	陰謀	yin1 mou2	yīn móu	plot; conspiracy		0	0		[0_0_0_0_0_0_NEW]
伪造	偽造	wei3 zao4	wěi zào	to forge; to fake; to counterfeit		0	0		[0_0_0_0_0_0_NEW]
恶心	惡心	e3 xin	ě xin	nausea; to feel sick; disgust; nauseating		0	0		[0_0_0_0_0_0_NEW]
内幕	內幕	nei4 mu4	nèi mù	inside story; non-public information; behind the scenes; internal		0	0		[0_0_0_0_0_0_NEW]
攀登	攀登	pan1 deng1	pān dēng	to climb; to pull oneself up; to clamber; to scale; fig. to forge ahead in the face of hardships and danger		0	0		[0_0_0_0_0_0_NEW]
大肆	大肆	da4 si4	dà sì	wantonly; without restraint (of enemy or malefactor); unbridled		0	0		[0_0_0_0_0_0_NEW]
撤销	撤銷	che4 xiao1	chè xiāo	to repeal; to revoke; to undo (computing)		0	0		[0_0_0_0_0_0_NEW]
宏观	宏觀	hong2 guan1	hóng guān	macro-; macroscopic; holistic		0	0		[0_0_0_0_0_0_NEW]
劈	劈	pi1	pī	to hack; to chop; to split open; see 噼啪|劈啪, onomat. for crack, slap, clap, clatter etc		0	0		[0_0_0_0_0_0_NEW]
熬	熬	ao2	áo	(of cooking) to boil for a long time; to endure; to suffer		0	0		[0_0_0_0_0_0_NEW]
城堡	城堡	cheng2 bao3	chéng bǎo	castle; rook (chess piece)		0	0		[0_0_0_0_0_0_NEW]
岳母	岳母	yue4 mu3	yuè mǔ	wife's mother (mother in law)		0	0		[0_0_0_0_0_0_NEW]
不料	不料	bu4 liao4	bù liào	unexpectedly; to one's surprise		0	0		[0_0_0_0_0_0_NEW]
经纬	經緯	jing1 wei3	jīng wěi	warp and woof; longitude and latitude; main points		0	0		[0_0_0_0_0_0_NEW]
媳妇	媳婦	xi2 fu	xí fu	daughter-in-law; wife (of a younger man); young married woman; young woman		0	0		[0_0_0_0_0_0_NEW]
心甘情愿	心甘情願	xin1 gan1 qing2 yuan4	xīn gān qíng yuàn	delighted to; happy to; most willing (to do)		0	0		[0_0_0_0_0_0_NEW]
财务	財務	cai2 wu4	cái wù	financial affairs		0	0		[0_0_0_0_0_0_NEW]
主权	主權	zhu3 quan2	zhǔ quán	sovereignty		0	0		[0_0_0_0_0_0_NEW]
繁华	繁華	fan2 hua2	fán huá	flourishing; bustling		0	0		[0_0_0_0_0_0_NEW]
特长	特長	te4 chang2	tè cháng	personal strength; one's special ability or strong points		0	0		[0_0_0_0_0_0_NEW]
飞禽走兽	飛禽走獸	fei1 qin2 zou3 shou4	fēi qín zǒu shòu	birds and animals; the beasts of the field and the birds of the air		0	0		[0_0_0_0_0_0_NEW]
配套	配套	pei4 tao4	pèi tào	to form a complete set; coherent		0	0		[0_0_0_0_0_0_NEW]
电源	電源	dian4 yuan2	diàn yuán	electric power source		0	0		[0_0_0_0_0_0_NEW]
谜语	謎語	mi2 yu3	mí yǔ	riddle; conundrum		0	0		[0_0_0_0_0_0_NEW]
情形	情形	qing2 xing2	qíng xíng	circumstances; situation		0	0	CL:個|个[ge4]	[0_0_0_0_0_0_NEW]
残酷	殘酷	can2 ku4	cán kù	cruel; cruelty		0	0		[0_0_0_0_0_0_NEW]
昼夜	晝夜	zhou4 ye4	zhòu yè	day and night; period of 24 hours; continuously, without stop		0	0		[0_0_0_0_0_0_NEW]
附和	附和	fu4 he4	fù hè	to parrot; to crib; to copy sb's action or words; to trail sb's footsteps; copy-cat		0	0		[0_0_0_0_0_0_NEW]
物资	物資	wu4 zi1	wù zī	goods and materials		0	0		[0_0_0_0_0_0_NEW]
盛开	盛開	sheng4 kai1	shèng kāi	blooming; in full flower		0	0		[0_0_0_0_0_0_NEW]
裁判	裁判	cai2 pan4	cái pàn	judgment; to referee; umpire; judge; referee		0	0	CL:個|个[ge4],位[wei4],名[ming2]	[0_0_0_0_0_0_NEW]
想方设法	想方設法	xiang3 fang1 she4 fa3	xiǎng fāng shè fǎ	to think up every possible method (idiom); to devise ways and means; to try this, that and the other		0	0		[0_0_0_0_0_0_NEW]
淡水	淡水	dan4 shui3	dàn shuǐ	potable water (water with low salt content); fresh water		0	0		[0_0_0_0_0_0_NEW]
姑且	姑且	gu1 qie3	gū qiě	temporarily; the time being; for the moment; provisional; tentatively		0	0		[0_0_0_0_0_0_NEW]
聚精会神	聚精會神	ju4 jing1 hui4 shen2	jù jīng huì shén	to concentrate one's attention (idiom)		0	0		[0_0_0_0_0_0_NEW]
吩咐	吩咐	fen1 fu4	fēn fù	to tell; to instruct; to command		0	0		[0_0_0_0_0_0_NEW]
居住	居住	ju1 zhu4	jū zhù	to reside; to dwell; to live in a place; resident in		0	0		[0_0_0_0_0_0_NEW]
侵略	侵略	qin1 lve4	qīn lüè	invasion; encroachment		0	0		[0_0_0_0_0_0_NEW]
敬业	敬業	jing4 ye4	jìng yè	to be dedicated to one's work; to respect one's work		0	0		[0_0_0_0_0_0_NEW]
天文	天文	tian1 wen2	tiān wén	astronomy		0	0		[0_0_0_0_0_0_NEW]
符号	符號	fu2 hao4	fú hào	symbol; mark; sign		0	0		[0_0_0_0_0_0_NEW]
挨	挨	ai2	ái	to suffer from; to endure; to tide over (a difficult period); to delay		0	0		[0_0_0_0_0_0_NEW]
请柬	請柬	qing3 jian3	qǐng jiǎn	invitation card; written invitation		0	0		[0_0_0_0_0_0_NEW]
气魄	氣魄	qi4 po4	qì pò	spirit; boldness; positive outlook; imposing attitude		0	0		[0_0_0_0_0_0_NEW]
不像话	不像話	bu4 xiang4 hua4	bù xiàng huà	unreasonable; shocking; outrageous		0	0		[0_0_0_0_0_0_NEW]
野蛮	野蠻	ye3 man2	yě mán	barbarous; uncivilized		0	0		[0_0_0_0_0_0_NEW]
皇帝	皇帝	huang2 di4	huáng dì	emperor		0	0	CL:個|个[ge4]	[0_0_0_0_0_0_NEW]
期望	期望	qi1 wang4	qī wàng	hope; expectation		0	0		[0_0_0_0_0_0_NEW]
斟酌	斟酌	zhen1 zhuo2	zhēn zhuó	to consider; to deliberate; to fill up a cup to the brim		0	0		[0_0_0_0_0_0_NEW]
法人	法人	fa3 ren2	fǎ rén	legal person; corporation; see also 自然人|自然人[zi4 ran2 ren2]		0	0		[0_0_0_0_0_0_NEW]
检验	檢驗	jian3 yan4	jiǎn yàn	to inspect; to examine; to test		0	0		[0_0_0_0_0_0_NEW]
迈	邁	mai4	mài	take a step		0	0		[0_0_0_0_0_0_NEW]
缘故	緣故	yuan2 gu4	yuán gù	reason; cause		0	0		[0_0_0_0_0_0_NEW]
极端	極端	ji2 duan1	jí duān	extreme		0	0		[0_0_0_0_0_0_NEW]
寓言	寓言	yu4 yan2	yù yán	fable		0	0	CL:則|则[ze2]	[0_0_0_0_0_0_NEW]
上游	上游	shang4 you2	shàng yóu	upper reaches; advanced position		0	0		[0_0_0_0_0_0_NEW]
讥笑	譏笑	ji1 xiao4	jī xiào	to sneer		0	0		[0_0_0_0_0_0_NEW]
瀑布	瀑布	pu4 bu4	pù bù	waterfall		0	0		[0_0_0_0_0_0_NEW]
请示	請示	qing3 shi4	qǐng shì	ask for instructions		0	0		[0_0_0_0_0_0_NEW]
相辅相成	相輔相成	xiang1 fu3 xiang1 cheng2	xiāng fǔ xiāng chéng	to complement one another (idiom)		0	0		[0_0_0_0_0_0_NEW]
携带	攜帶	xie2 dai4	xié dài	to carry (on one's person); to support (old); Taiwan pr. xi1 dai4		0	0		[0_0_0_0_0_0_NEW]
垂直	垂直	chui2 zhi2	chuí zhí	perpendicular; vertical		0	0		[0_0_0_0_0_0_NEW]
结算	結算	jie2 suan4	jié suàn	to settle a bill; to close an account		0	0		[0_0_0_0_0_0_NEW]
衣裳	衣裳	yi1 shang	yī shang	clothes		0	0		[0_0_0_0_0_0_NEW]
残忍	殘忍	can2 ren3	cán rěn	cruel; mean; merciless; ruthless		0	0		[0_0_0_0_0_0_NEW]
排除	排除	pai2 chu2	pái chú	to eliminate; to get rid of; to remove		0	0		[0_0_0_0_0_0_NEW]
滔滔不绝	滔滔不絕	tao1 tao1 bu4 jue2	tāo tāo bù jué	unceasing torrent (idiom); talking non-stop; gabbling forty to the dozen		0	0		[0_0_0_0_0_0_NEW]
隔阂	隔閡	ge2 he2	gé hé	estrangement		0	0		[0_0_0_0_0_0_NEW]
浓厚	濃厚	nong2 hou4	nóng hòu	dense; thick (fog, clouds etc); to have a strong interest in; deep; fully saturated (color)		0	0		[0_0_0_0_0_0_NEW]
立方	立方	li4 fang1	lì fāng	cube		0	0		[0_0_0_0_0_0_NEW]
导航	導航	dao3 hang2	dǎo háng	navigation		0	0		[0_0_0_0_0_0_NEW]
制约	制約	zhi4 yue1	zhì yuē	to restrict; condition		0	0		[0_0_0_0_0_0_NEW]
档案	檔案	dang4 an4	dàng àn	file; record; archive; Taiwan pr. dang3 an4		0	0		[0_0_0_0_0_0_NEW]
真相	真相	zhen1 xiang4	zhēn xiàng	the truth about sth; the actual facts		0	0		[0_0_0_0_0_0_NEW]
挪	挪	nuo2	nuó	to shift; to move		0	0		[0_0_0_0_0_0_NEW]
正经	正經	zheng4 jing	zhèng jing	decent; honorable; proper; serious; according to standards		0	0		[0_0_0_0_0_0_NEW]
元素	元素	yuan2 su4	yuán sù	element; element of a set; chemical element		0	0		[0_0_0_0_0_0_NEW]
拼搏	拼搏	pin1 bo2	pīn bó	to struggle; to wrestle		0	0		[0_0_0_0_0_0_NEW]
草率	草率	cao3 shuai4	cǎo shuài	careless; negligent; sloppy; not serious		0	0		[0_0_0_0_0_0_NEW]
示威	示威	shi4 wei1	shì wēi	to demonstrate (as a protest); a demonstration; a military show of force		0	0		[0_0_0_0_0_0_NEW]
恨不得	恨不得	hen4 bu de2	hèn bu dé	wishing one could do sth; to hate to be unable; itching to do sth; can't wait for; to wish one could do sth; to desire strongly		0	0		[0_0_0_0_0_0_NEW]
预料	預料	yu4 liao4	yù liào	to forecast; to anticipate; expectation		0	0		[0_0_0_0_0_0_NEW]
阵地	陣地	zhen4 di4	zhèn dì	position; front		0	0		[0_0_0_0_0_0_NEW]
主办	主辦	zhu3 ban4	zhǔ bàn	to organize; to host (a conference or sports event)		0	0		[0_0_0_0_0_0_NEW]
锦上添花	錦上添花	jin3 shang4 tian1 hua1	jǐn shàng tiān huā	add flowers (idiom); to decorate sth already perfect		0	0		[0_0_0_0_0_0_NEW]
爆炸	爆炸	bao4 zha4	bào zhà	explosion; to explode; to blow up; to detonate		0	0		[0_0_0_0_0_0_NEW]
公关	公關	gong1 guan1	gōng guān	public relations		0	0		[0_0_0_0_0_0_NEW]
论证	論證	lun4 zheng4	lùn zhèng	to prove a point; proof; to expound on; demonstrate or prove (through argument)		0	0		[0_0_0_0_0_0_NEW]
上任	上任	shang4 ren4	shàng rèn	take office		0	0		[0_0_0_0_0_0_NEW]
书面	書面	shu1 mian4	shū miàn	in writing; written (guarantee etc)		0	0		[0_0_0_0_0_0_NEW]
灭亡	滅亡	mie4 wang2	miè wáng	to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate		0	0		[0_0_0_0_0_0_NEW]
整顿	整頓	zheng3 dun4	zhěng dùn	to tidy up; to reorganize; to consolidate; to rectify		0	0		[0_0_0_0_0_0_NEW]
股份	股份	gu3 fen4	gǔ fèn	a share (in a company); stock		0	0		[0_0_0_0_0_0_NEW]
给予	給予	ji3 yu3	jǐ yǔ	to accord; to give; to show (respect)		0	0		[0_0_0_0_0_0_NEW]
鸽子	鴿子	ge1 zi	gē zi	pigeon; dove; various birds of the species Columbidae		0	0		[0_0_0_0_0_0_NEW]
搁	擱	ge1	gē	to place; to put aside; to shelve		0	0		[0_0_0_0_0_0_NEW]
证实	證實	zheng4 shi2	zhèng shí	to confirm (sth to be true); to verify		0	0		[0_0_0_0_0_0_NEW]
可行	可行	ke3 xing2	kě xíng	feasible		0	0		[0_0_0_0_0_0_NEW]
前提	前提	qian2 ti2	qián tí	premise; precondition; prerequisite		0	0		[0_0_0_0_0_0_NEW]
持久	持久	chi2 jiu3	chí jiǔ	lasting; enduring; persistent; permanent; protracted; endurance; persistence; to last long		0	0		[0_0_0_0_0_0_NEW]
折	折	zhe2	zhé	to break; to snap; to suffer the loss of; to turn; to bend; to admire; to amount to; to discoun; to fold; turning stroke (in Chinese character); booklet		0	0		[0_0_0_0_0_0_NEW]
公民	公民	gong1 min2	gōng mín	citizen		0	0		[0_0_0_0_0_0_NEW]
毫米	毫米	hao2 mi3	háo mǐ	millimeter		0	0		[0_0_0_0_0_0_NEW]
冤枉	冤枉	yuan1 wang	yuān wang	hatred; injustice; bad luck; unjust treatment; wronged; not worthwhile		0	0		[0_0_0_0_0_0_NEW]
批发	批發	pi1 fa1	pī fā	wholesale; bulk trade; distribution		0	0		[0_0_0_0_0_0_NEW]
盖章	蓋章	gai4 zhang1	gài zhāng	to affix a seal (to sth)		0	0		[0_0_0_0_0_0_NEW]
务必	務必	wu4 bi4	wù bì	must; to need to; to be sure to		0	0		[0_0_0_0_0_0_NEW]
收藏	收藏	shou1 cang2	shōu cáng	to hoard; to collect; collection		0	0		[0_0_0_0_0_0_NEW]
乞丐	乞丐	qi3 gai4	qǐ gài	beggar		0	0		[0_0_0_0_0_0_NEW]
挎	挎	kua4	kuà	to carry (esp. slung over the arm, shoulder or side)		0	0		[0_0_0_0_0_0_NEW]
英明	英明	ying1 ming2	yīng míng	wise; brilliant		0	0		[0_0_0_0_0_0_NEW]
调料	調料	tiao2 liao4	tiáo liào	condiment; seasoning; flavoring		0	0		[0_0_0_0_0_0_NEW]
剧本	劇本	ju4 ben3	jù běn	script for play, opera, movie etc; screenplay		0	0		[0_0_0_0_0_0_NEW]
摩擦	摩擦	mo2 ca1	mó cā	friction; rubbing; chafing; fig. disharmony; conflict; same as 磨擦		0	0		[0_0_0_0_0_0_NEW]
凡是	凡是	fan2 shi4	fán shì	every; all		0	0		[0_0_0_0_0_0_NEW]
堕落	墮落	duo4 luo4	duò luò	to morally degenerate; to become depraved; a fall from grace; a fall into sin or depravity		0	0		[0_0_0_0_0_0_NEW]
书记	書記	shu1 ji	shū ji	secretary; clerk		0	0	CL:個|个[ge4]	[0_0_0_0_0_0_NEW]
衰老	衰老	shuai1 lao3	shuāi lǎo	to age; to deteriorate with age; old and weak		0	0		[0_0_0_0_0_0_NEW]
作废	作廢	zuo4 fei4	zuò fèi	to become invalid; to cancel; to delete; to nullify		0	0		[0_0_0_0_0_0_NEW]
谋求	謀求	mou2 qiu2	móu qiú	to seek; to strive for		0	0		[0_0_0_0_0_0_NEW]
恐怖	恐怖	kong3 bu4	kǒng bù	terrible; frightful; frightening; terror; terrorist		0	0		[0_0_0_0_0_0_NEW]
坚实	堅實	jian1 shi2	jiān shí	firm and substantial; solid		0	0		[0_0_0_0_0_0_NEW]
辫子	辮子	bian4 zi	biàn zi	plait; braid; pigtail; a mistake or shortcoming that may be exploited by an opponent; handle		0	0	CL:根[gen1],條|条[tiao2]	[0_0_0_0_0_0_NEW]
天堂	天堂	tian1 tang2	tiān táng	paradise; heaven		0	0		[0_0_0_0_0_0_NEW]
简要	簡要	jian3 yao4	jiǎn yào	concise; brief		0	0		[0_0_0_0_0_0_NEW]
普及	普及	pu3 ji2	pǔ jí	popular; to popularize; universal; ubiquitous; pervasive		0	0		[0_0_0_0_0_0_NEW]
复兴	復興	fu4 xing1	fù xīng	to revive; rebirth		0	0		[0_0_0_0_0_0_NEW]
椭圆	橢圓	tuo3 yuan2	tuǒ yuán	oval; ellipse; elliptic		0	0		[0_0_0_0_0_0_NEW]
弊端	弊端	bi4 duan1	bì duān	malpractice; abuse; corrupt practice		0	0		[0_0_0_0_0_0_NEW]
回顾	回顧	hui2 gu4	huí gù	to look back; to review		0	0		[0_0_0_0_0_0_NEW]
偏差	偏差	pian1 cha1	piān chā	bias; deviation		0	0		[0_0_0_0_0_0_NEW]
容器	容器	rong2 qi4	róng qì	receptacle; vessel		0	0		[0_0_0_0_0_0_NEW]
粗鲁	粗魯	cu1 lu3	cū lǔ	crude; coarse; rough		0	0		[0_0_0_0_0_0_NEW]
坚固	堅固	jian1 gu4	jiān gù	firm; firmly; hard; stable		0	0		[0_0_0_0_0_0_NEW]
调动	調動	diao4 dong4	diào dòng	to transfer; to maneuver (troops etc)		0	0		[0_0_0_0_0_0_NEW]
即便	即便	ji2 bian4	jí biàn	even if; even though; right away; immediately		0	0		[0_0_0_0_0_0_NEW]
依据	依據	yi1 ju4	yī jù	according to; basis; foundation		0	0		[0_0_0_0_0_0_NEW]
俯仰	俯仰	fu3 yang3	fǔ yǎng	looking up and down; actions; being obliging		0	0		[0_0_0_0_0_0_NEW]
畏惧	畏懼	wei4 ju4	wèi jù	to fear; to dread; foreboding		0	0		[0_0_0_0_0_0_NEW]
齐心协力	齊心協力	qi2 xin1 xie2 li4	qí xīn xié lì	to work with a common purpose (idiom); to make concerted efforts; to pull together; to work as one		0	0		[0_0_0_0_0_0_NEW]
灾难	災難	zai1 nan4	zāi nàn	disaster; catastrophe		0	0		[0_0_0_0_0_0_NEW]
明明	明明	ming2 ming2	míng míng	obviously; plainly; undoubtedly; definitely		0	0		[0_0_0_0_0_0_NEW]
而已	而已	er2 yi3	ér yǐ	that's all; nothing more		0	0		[0_0_0_0_0_0_NEW]
以免	以免	yi3 mian3	yǐ miǎn	in order to avoid; so as not to		0	0		[0_0_0_0_0_0_NEW]
损坏	損壞	sun3 huai4	sǔn huài	to damage; to injure		0	0		[0_0_0_0_0_0_NEW]
凌晨	凌晨	ling2 chen2	líng chén	early in the morning		0	0		[0_0_0_0_0_0_NEW]
舟	舟	zhou1	zhōu	boat		0	0		[0_0_0_0_0_0_NEW]
搅拌	攪拌	jiao3 ban4	jiǎo bàn	to stir; to agitate		0	0		[0_0_0_0_0_0_NEW]
疑惑	疑惑	yi2 huo4	yí huò	to doubt; to distrust; unconvincing; to puzzle over; misgivings; suspicions		0	0		[0_0_0_0_0_0_NEW]
拐杖	拐杖	guai3 zhang4	guǎi zhàng	crutches; crutch; walking stick		0	0		[0_0_0_0_0_0_NEW]
高超	高超	gao1 chao1	gāo chāo	excellent; superlative		0	0		[0_0_0_0_0_0_NEW]
高峰	高峰	gao1 feng1	gāo fēng	peak; summit; height		0	0		[0_0_0_0_0_0_NEW]
群众	群眾	qun2 zhong4	qún zhòng	mass; multitude; the masses		0	0		[0_0_0_0_0_0_NEW]
表彰	表彰	biao3 zhang1	biǎo zhāng	cite (in dispatches); commend		0	0		[0_0_0_0_0_0_NEW]
胜负	勝負	sheng4 fu4	shèng fù	victory or defeat; the outcome of a battle		0	0		[0_0_0_0_0_0_NEW]
克制	克制	ke4 zhi4	kè zhì	to restrain, to control; restraint; self-control		0	0		[0_0_0_0_0_0_NEW]
